date-time,temp,humid
2022-01-30-13,4.5,28.0
2022-01-30-14,6.1,18.0
2022-01-30-15,5.6,19.0
2022-01-30-16,4.9,17.0
2022-01-30-17,4.0,21.0
2022-01-30-18,2.3,32.0
2022-01-30-19,1.1,44.0
2022-01-30-20,0.3,51.0
2022-01-30-21,-0.7,55.0
2022-01-30-22,-0.8,54.0
2022-01-30-23,-0.9,54.0
2022-01-31-0,-1.5,55.0
2022-01-31-1,-1.1,56.0
2022-01-31-2,-1.4,57.0
2022-01-31-3,-2.0,60.0
2022-01-31-4,-2.0,61.0
2022-01-31-5,-2.6,68.0
2022-01-31-6,-3.5,72.0
2022-01-31-7,-3.3,77.0
2022-01-31-8,-3.1,74.0
2022-01-31-9,-1.9,72.0
2022-01-31-10,1.0,54.0
2022-01-31-11,3.1,46.0
2022-01-31-12,3.8,37.0
2022-01-31-13,5.1,39.0
2022-01-31-14,6.5,33.0
2022-01-31-15,7.0,28.0
2022-01-31-16,7.8,36.0
2022-01-31-17,6.5,37.0
2022-01-31-18,4.5,41.0
2022-01-31-19,3.2,50.0
2022-01-31-20,2.2,58.0
2022-01-31-21,2.1,60.0
2022-01-31-22,1.4,62.0
2022-01-31-23,2.0,62.0
2022-02-01-0,0.8,80.0
2022-02-01-1,0.5,97.0
2022-02-01-2,0.7,98.0
2022-02-01-3,0.6,99.0
2022-02-01-4,0.7,99.0
2022-02-01-5,0.4,99.0
2022-02-01-6,0.3,97.0
2022-02-01-7,0.7,92.0
2022-02-01-8,0.5,77.0
2022-02-01-9,1.5,69.0
2022-02-01-10,2.9,61.0
2022-02-01-11,4.1,50.0
2022-02-01-12,4.2,52.0
2022-02-01-13,2.9,61.0
2022-02-01-14,1.6,78.0
2022-02-01-15,3.1,60.0
2022-02-01-16,2.7,54.0
2022-02-01-17,2.1,66.0
2022-02-01-18,1.7,65.0
2022-02-01-19,1.8,61.0
2022-02-01-20,1.8,63.0
2022-02-01-21,1.8,63.0
2022-02-01-22,1.8,62.0
2022-02-01-23,1.7,62.0
2022-02-02-0,1.2,62.0
2022-02-02-1,1.6,61.0
2022-02-02-2,1.5,61.0
2022-02-02-3,1.4,63.0
2022-02-02-4,1.0,66.0
2022-02-02-5,1.1,68.0
2022-02-02-6,1.0,69.0
2022-02-02-7,0.8,68.0
2022-02-02-8,0.7,66.0
2022-02-02-9,1.2,65.0
2022-02-02-10,2.2,59.0
2022-02-02-11,3.2,52.0
2022-02-02-12,4.1,46.0
2022-02-02-13,4.9,45.0
2022-02-02-14,4.6,43.0
2022-02-02-15,4.5,42.0
2022-02-02-16,4.2,44.0
2022-02-02-17,3.1,40.0
2022-02-02-18,1.3,51.0
2022-02-02-19,0.2,51.0
2022-02-02-20,-0.4,48.0
2022-02-02-21,-0.7,52.0
2022-02-02-22,-0.8,54.0
2022-02-02-23,-1.6,57.0
2022-02-03-0,-1.8,56.0
2022-02-03-1,-1.7,53.0
2022-02-03-2,-1.5,53.0
2022-02-03-3,-1.7,56.0
2022-02-03-4,-2.0,60.0
2022-02-03-5,-2.1,62.0
2022-02-03-6,-2.2,61.0
2022-02-03-7,-2.6,62.0
2022-02-03-8,-2.7,62.0
2022-02-03-9,-0.8,61.0
2022-02-03-10,1.7,56.0
2022-02-03-11,3.1,49.0
2022-02-03-12,3.5,45.0
2022-02-03-13,4.3,40.0
2022-02-03-14,4.7,36.0
2022-02-03-15,4.9,29.0
2022-02-03-16,4.3,18.0
2022-02-03-17,3.8,21.0
2022-02-03-18,2.1,37.0
2022-02-03-19,0.8,45.0
2022-02-03-20,0.2,45.0
2022-02-03-21,0.0,42.0
2022-02-03-22,-1.0,40.0
2022-02-03-23,-1.1,35.0
2022-02-04-0,-1.9,36.0
2022-02-04-1,-1.8,35.0
2022-02-04-2,-2.5,39.0
2022-02-04-3,-2.7,43.0
2022-02-04-4,-3.1,45.0
2022-02-04-5,-3.2,48.0
2022-02-04-6,-3.4,52.0
2022-02-04-7,-4.0,56.0
2022-02-04-8,-3.5,54.0
2022-02-04-9,-2.3,55.0
2022-02-04-10,-0.6,57.0
2022-02-04-11,1.2,59.0
2022-02-04-12,2.7,55.0
2022-02-04-13,3.3,46.0
2022-02-04-14,4.6,42.0
2022-02-04-15,3.8,39.0
2022-02-04-16,2.9,42.0
2022-02-04-17,1.7,50.0
2022-02-04-18,0.5,60.0
2022-02-04-19,-0.2,76.0
2022-02-04-20,-1.0,75.0
2022-02-04-21,-1.3,73.0
2022-02-04-22,-1.6,76.0
2022-02-04-23,-2.6,96.0
2022-02-05-0,-2.4,97.0
2022-02-05-1,-2.4,94.0
2022-02-05-2,-2.4,91.0
2022-02-05-3,-2.7,92.0
2022-02-05-4,-2.8,93.0
2022-02-05-5,-3.0,90.0
2022-02-05-6,-3.2,94.0
2022-02-05-7,-3.8,89.0
2022-02-05-8,-4.2,85.0
2022-02-05-9,-3.8,81.0
2022-02-05-10,-2.5,65.0
2022-02-05-11,-1.9,57.0
2022-02-05-12,-1.1,54.0
2022-02-05-13,0.0,52.0
2022-02-05-14,-0.2,52.0
2022-02-05-15,-0.6,56.0
2022-02-05-16,-0.1,59.0
2022-02-05-17,-1.2,73.0
2022-02-05-18,-1.5,85.0
2022-02-05-19,-1.7,91.0
2022-02-05-20,-1.5,85.0
2022-02-05-21,-2.1,83.0
2022-02-05-22,-2.3,84.0
2022-02-05-23,-2.1,83.0
2022-02-06-0,-2.2,85.0
2022-02-06-1,-2.7,95.0
2022-02-06-2,-2.5,95.0
2022-02-06-3,-3.2,97.0
2022-02-06-4,-3.5,93.0
2022-02-06-5,-4.5,85.0
2022-02-06-6,-5.0,82.0
2022-02-06-7,-4.9,75.0
2022-02-06-8,-4.3,71.0
2022-02-06-9,-3.0,74.0
2022-02-06-10,-1.4,73.0
2022-02-06-11,-0.8,69.0
2022-02-06-12,-0.7,72.0
2022-02-06-13,1.1,73.0
2022-02-06-14,3.6,59.0
2022-02-06-15,0.5,82.0
2022-02-06-16,1.7,81.0
2022-02-06-17,1.9,71.0
2022-02-06-18,1.2,71.0
2022-02-06-19,0.5,74.0
2022-02-06-20,0.3,72.0
2022-02-06-21,0.3,73.0
2022-02-06-22,0.1,73.0
2022-02-06-23,-0.3,74.0
2022-02-07-0,-1.1,72.0
2022-02-07-1,-1.4,71.0
2022-02-07-2,-1.3,70.0
2022-02-07-3,-1.1,69.0
2022-02-07-4,-1.0,67.0
2022-02-07-5,-2.6,75.0
2022-02-07-6,-2.5,61.0
2022-02-07-7,-2.6,59.0
2022-02-07-8,-2.6,60.0
2022-02-07-9,-1.7,52.0
2022-02-07-10,-0.4,49.0
2022-02-07-11,0.4,48.0
2022-02-07-12,1.0,42.0
2022-02-07-13,1.8,40.0
2022-02-07-14,1.7,34.0
2022-02-07-15,2.2,32.0
2022-02-07-16,1.8,31.0
2022-02-07-17,1.5,33.0
2022-02-07-18,1.3,34.0
2022-02-07-19,1.2,33.0
2022-02-07-20,0.7,42.0
2022-02-07-21,0.6,43.0
2022-02-07-22,0.4,46.0
2022-02-07-23,0.0,48.0
2022-02-08-0,-0.7,51.0
2022-02-08-1,-0.9,49.0
2022-02-08-2,-1.4,45.0
2022-02-08-3,-1.3,43.0
2022-02-08-4,-2.1,47.0
2022-02-08-5,-2.3,46.0
2022-02-08-6,-2.2,46.0
2022-02-08-7,-2.5,47.0
2022-02-08-8,-2.0,48.0
2022-02-08-9,0.5,45.0
2022-02-08-10,2.1,49.0
2022-02-08-11,3.8,46.0
2022-02-08-12,4.6,45.0
2022-02-08-13,6.1,39.0
2022-02-08-14,6.8,34.0
2022-02-08-15,6.8,35.0
2022-02-08-16,6.2,40.0
2022-02-08-17,5.6,40.0
2022-02-08-18,4.2,47.0
2022-02-08-19,3.5,51.0
2022-02-08-20,2.8,55.0
2022-02-08-21,1.3,58.0
2022-02-08-22,0.8,63.0
2022-02-08-23,0.5,68.0
2022-02-09-0,0.4,67.0
2022-02-09-1,-0.3,71.0
2022-02-09-2,-0.4,70.0
2022-02-09-3,-0.7,70.0
2022-02-09-4,-1.6,76.0
2022-02-09-5,-1.5,77.0
2022-02-09-6,-1.5,77.0
2022-02-09-7,-2.2,76.0
2022-02-09-8,-2.0,76.0
2022-02-09-9,-0.4,67.0
2022-02-09-10,1.1,60.0
2022-02-09-11,4.0,46.0
2022-02-09-12,5.6,40.0
2022-02-09-13,7.7,33.0
2022-02-09-14,9.8,34.0
2022-02-09-15,8.5,35.0
2022-02-09-16,8.3,38.0
2022-02-09-17,7.7,39.0
2022-02-09-18,6.8,41.0
2022-02-09-19,6.0,43.0
2022-02-09-20,5.4,45.0
2022-02-09-21,4.6,48.0
2022-02-09-22,4.4,50.0
2022-02-09-23,4.3,50.0
2022-02-10-0,3.8,50.0
2022-02-10-1,3.4,53.0
2022-02-10-2,3.0,57.0
2022-02-10-3,2.7,55.0
2022-02-10-4,2.2,57.0
2022-02-10-5,2.2,59.0
2022-02-10-6,2.0,59.0
2022-02-10-7,1.2,65.0
2022-02-10-8,1.4,65.0
2022-02-10-9,2.7,60.0
2022-02-10-10,4.6,51.0
2022-02-10-11,6.0,31.0
2022-02-10-12,6.9,26.0
2022-02-10-13,7.5,23.0
2022-02-10-14,8.6,23.0
2022-02-10-15,8.5,26.0
2022-02-10-16,8.1,26.0
2022-02-10-17,7.4,29.0
2022-02-10-18,5.8,35.0
2022-02-10-19,4.9,38.0
2022-02-10-20,4.0,42.0
2022-02-10-21,3.2,45.0
2022-02-10-22,2.4,50.0
2022-02-10-23,2.2,53.0
2022-02-11-0,1.7,56.0
2022-02-11-1,1.0,60.0
2022-02-11-2,0.7,61.0
2022-02-11-3,0.1,64.0
2022-02-11-4,-0.4,69.0
2022-02-11-5,-1.0,72.0
2022-02-11-6,-1.4,72.0
2022-02-11-7,-1.6,75.0
2022-02-11-8,-1.6,77.0
2022-02-11-9,0.3,66.0
2022-02-11-10,3.0,57.0
2022-02-11-11,7.1,34.0
2022-02-11-12,8.6,28.0
2022-02-11-13,10.5,23.0
2022-02-11-14,10.9,21.0
2022-02-11-15,11.7,17.0
2022-02-11-16,11.9,15.0
2022-02-11-17,11.1,17.0
2022-02-11-18,9.1,21.0
2022-02-11-19,7.0,26.0
2022-02-11-20,6.1,35.0
2022-02-11-21,5.6,42.0
2022-02-11-22,5.4,44.0
2022-02-11-23,4.6,46.0
2022-02-12-0,4.1,50.0
2022-02-12-1,3.8,51.0
2022-02-12-2,2.9,54.0
2022-02-12-3,2.6,57.0
2022-02-12-4,2.1,57.0
2022-02-12-5,2.3,59.0
2022-02-12-6,1.7,58.0
2022-02-12-7,2.8,49.0
2022-02-12-8,2.1,59.0
2022-02-12-9,3.6,55.0
2022-02-12-10,6.7,40.0
2022-02-12-11,9.9,26.0
2022-02-12-12,11.2,19.0
2022-02-12-13,12.9,17.0
2022-02-12-14,13.1,16.0
2022-02-12-15,13.6,17.0
2022-02-12-16,13.5,18.0
2022-02-12-17,12.5,21.0
2022-02-12-18,10.3,31.0
2022-02-12-19,8.4,39.0
2022-02-12-20,7.3,42.0
2022-02-12-21,6.3,52.0
2022-02-12-22,6.0,54.0
2022-02-12-23,6.0,48.0
2022-02-13-0,5.5,55.0
2022-02-13-1,4.9,55.0
2022-02-13-2,4.6,56.0
2022-02-13-3,4.4,56.0
2022-02-13-4,4.5,54.0
2022-02-13-5,4.1,55.0
2022-02-13-6,4.3,54.0
2022-02-13-7,4.5,55.0
2022-02-13-8,4.6,57.0
2022-02-13-9,6.3,53.0
2022-02-13-10,8.2,48.0
2022-02-13-11,10.4,40.0
2022-02-13-12,12.0,30.0
2022-02-13-13,12.6,27.0
2022-02-13-14,12.4,32.0
2022-02-13-15,11.5,38.0
2022-02-13-16,11.5,38.0
2022-02-13-17,11.0,40.0
2022-02-13-18,10.0,40.0
2022-02-13-19,9.4,41.0
2022-02-13-20,8.0,42.0
2022-02-13-21,7.7,43.0
2022-02-13-22,7.4,45.0
2022-02-13-23,7.1,47.0
2022-02-14-0,6.0,51.0
2022-02-14-1,5.2,56.0
2022-02-14-2,4.3,60.0
2022-02-14-3,3.1,67.0
2022-02-14-4,2.7,69.0
2022-02-14-5,2.1,72.0
2022-02-14-6,1.9,73.0
2022-02-14-7,1.5,73.0
2022-02-14-8,1.8,75.0
2022-02-14-9,2.7,71.0
2022-02-14-10,4.9,61.0
2022-02-14-11,7.4,50.0
2022-02-14-12,10.0,45.0
2022-02-14-13,11.5,39.0
2022-02-14-14,12.0,36.0
2022-02-14-15,11.8,26.0
2022-02-14-16,11.9,19.0
2022-02-14-17,10.3,23.0
2022-02-14-18,7.8,37.0
2022-02-14-19,6.9,46.0
2022-02-14-20,6.9,58.0
2022-02-14-21,4.8,88.0
2022-02-14-22,4.0,86.0
2022-02-14-23,3.6,80.0
2022-02-15-0,2.8,68.0
2022-02-15-1,2.4,64.0
2022-02-15-2,2.0,66.0
2022-02-15-3,1.6,66.0
2022-02-15-4,1.2,61.0
2022-02-15-5,0.6,64.0
2022-02-15-6,0.7,60.0
2022-02-15-7,0.5,66.0
2022-02-15-8,0.4,64.0
2022-02-15-9,-0.1,78.0
2022-02-15-10,0.7,70.0
2022-02-15-11,1.1,60.0
2022-02-15-12,0.7,62.0
2022-02-15-13,-0.1,68.0
2022-02-15-14,0.7,54.0
2022-02-15-15,0.7,56.0
2022-02-15-16,0.6,59.0
2022-02-15-17,-0.5,62.0
2022-02-15-18,-1.5,70.0
2022-02-15-19,-1.7,65.0
2022-02-15-20,-2.2,62.0
2022-02-15-21,-2.8,64.0
2022-02-15-22,-3.0,65.0
2022-02-15-23,-3.0,65.0
2022-02-16-0,-3.1,67.0
2022-02-16-1,-3.1,76.0
2022-02-16-2,-3.2,84.0
2022-02-16-3,-3.3,93.0
2022-02-16-4,-3.2,91.0
2022-02-16-5,-3.3,95.0
2022-02-16-6,-3.2,97.0
2022-02-16-7,-3.3,95.0
2022-02-16-8,-3.1,94.0
2022-02-16-9,-2.0,67.0
2022-02-16-10,-2.0,73.0
2022-02-16-11,-2.1,90.0
2022-02-16-12,-1.6,83.0
2022-02-16-13,-2.2,74.0
2022-02-16-14,-1.3,75.0
2022-02-16-15,-1.9,72.0
2022-02-16-16,-1.8,71.0
2022-02-16-17,-2.8,76.0
2022-02-16-18,-3.7,87.0
2022-02-16-19,-4.1,90.0
2022-02-16-20,-4.4,94.0
2022-02-16-21,-4.4,95.0
2022-02-16-22,-4.3,95.0
2022-02-16-23,-4.2,87.0
2022-02-17-0,-4.4,70.0
2022-02-17-1,-5.2,78.0
2022-02-17-2,-6.0,80.0
2022-02-17-3,-6.3,70.0
2022-02-17-4,-6.4,65.0
2022-02-17-5,-6.9,64.0
2022-02-17-6,-7.3,70.0
2022-02-17-7,-7.6,72.0
2022-02-17-8,-7.0,72.0
2022-02-17-9,-5.4,64.0
2022-02-17-10,-3.9,59.0
2022-02-17-11,-3.3,52.0
2022-02-17-12,-2.4,48.0
2022-02-17-13,-1.2,41.0
2022-02-17-14,-0.2,38.0
2022-02-17-15,0.2,35.0
2022-02-17-16,0.0,35.0
2022-02-17-17,-0.4,40.0
2022-02-17-18,-1.5,45.0
2022-02-17-19,-2.3,52.0
2022-02-17-20,-3.2,54.0
2022-02-17-21,-3.9,59.0
2022-02-17-22,-4.2,61.0
2022-02-17-23,-4.7,62.0
2022-02-18-0,-4.8,61.0
2022-02-18-1,-4.9,61.0
2022-02-18-2,-5.2,63.0
2022-02-18-3,-5.3,63.0
2022-02-18-4,-5.8,68.0
2022-02-18-5,-5.9,70.0
2022-02-18-6,-6.2,72.0
2022-02-18-7,-6.0,69.0
2022-02-18-8,-5.6,67.0
2022-02-18-9,-3.3,54.0
2022-02-18-10,-0.7,42.0
2022-02-18-11,2.2,35.0
2022-02-18-12,4.5,35.0
2022-02-18-13,6.4,36.0
2022-02-18-14,7.0,35.0
2022-02-18-15,8.2,34.0
2022-02-18-16,8.4,37.0
2022-02-18-17,8.1,37.0
2022-02-18-18,6.7,41.0
2022-02-18-19,5.1,47.0
2022-02-18-20,4.2,49.0
2022-02-18-21,3.5,50.0
2022-02-18-22,3.6,48.0
2022-02-18-23,3.3,50.0
2022-02-19-0,3.2,51.0
2022-02-19-1,3.5,45.0
2022-02-19-2,3.1,47.0
2022-02-19-3,2.9,47.0
2022-02-19-4,2.7,52.0
2022-02-19-5,2.5,53.0
2022-02-19-6,2.3,55.0
2022-02-19-7,1.5,59.0
2022-02-19-8,1.6,60.0
2022-02-19-9,2.4,59.0
2022-02-19-10,2.0,59.0
2022-02-19-11,2.5,49.0
2022-02-19-12,3.3,33.0
2022-02-19-13,5.0,31.0
2022-02-19-14,4.9,47.0
2022-02-19-15,4.7,54.0
2022-02-19-16,4.4,55.0
2022-02-19-17,4.0,56.0
2022-02-19-18,3.0,58.0
2022-02-19-19,2.3,53.0
2022-02-19-20,1.9,57.0
2022-02-19-21,0.4,82.0
2022-02-19-22,0.1,69.0
2022-02-19-23,-0.2,59.0
2022-02-20-0,-1.3,61.0
2022-02-20-1,-1.9,64.0
2022-02-20-2,-2.2,69.0
2022-02-20-3,-3.1,86.0
2022-02-20-4,-3.2,93.0
2022-02-20-5,-3.5,90.0
2022-02-20-6,-3.6,89.0
2022-02-20-7,-3.5,70.0
2022-02-20-8,-3.8,69.0
2022-02-20-9,-2.8,49.0
2022-02-20-10,-2.3,49.0
2022-02-20-11,-1.3,49.0
2022-02-20-12,-0.3,46.0
2022-02-20-13,-0.6,40.0
2022-02-20-14,2.1,35.0
2022-02-20-15,-0.2,39.0
2022-02-20-16,0.6,37.0
2022-02-20-17,0.2,39.0
2022-02-20-18,-1.3,46.0
2022-02-20-19,-2.0,51.0
2022-02-20-20,-2.6,55.0
2022-02-20-21,-2.6,57.0
2022-02-20-22,-2.9,61.0
2022-02-20-23,-3.1,65.0
2022-02-21-0,-3.2,72.0
2022-02-21-1,-3.4,72.0
2022-02-21-2,-3.0,72.0
2022-02-21-3,-3.3,75.0
2022-02-21-4,-3.6,77.0
2022-02-21-5,-3.8,81.0
2022-02-21-6,-4.4,86.0
2022-02-21-7,-4.3,88.0
2022-02-21-8,-3.9,88.0
2022-02-21-9,-2.3,82.0
2022-02-21-10,-0.6,73.0
2022-02-21-11,2.1,61.0
2022-02-21-12,4.7,43.0
2022-02-21-13,6.2,41.0
2022-02-21-14,6.0,28.0
2022-02-21-15,6.4,26.0
2022-02-21-16,5.9,32.0
2022-02-21-17,5.2,36.0
2022-02-21-18,4.3,48.0
2022-02-21-19,3.7,51.0
2022-02-21-20,2.8,61.0
2022-02-21-21,2.3,61.0
2022-02-21-22,1.4,63.0
2022-02-21-23,0.8,61.0
2022-02-22-0,0.2,60.0
2022-02-22-1,-0.3,60.0
2022-02-22-2,-0.6,59.0
2022-02-22-3,-0.9,58.0
2022-02-22-4,-1.0,59.0
2022-02-22-5,-1.1,66.0
2022-02-22-6,-1.7,72.0
2022-02-22-7,-2.2,54.0
2022-02-22-8,-2.4,48.0
2022-02-22-9,-1.0,41.0
2022-02-22-10,0.2,38.0
2022-02-22-11,1.6,32.0
2022-02-22-12,2.8,29.0
2022-02-22-13,2.7,31.0
2022-02-22-14,3.5,29.0
2022-02-22-15,3.6,30.0
2022-02-22-16,2.5,35.0
2022-02-22-17,2.1,38.0
2022-02-22-18,1.2,44.0
2022-02-22-19,0.5,50.0
2022-02-22-20,0.0,54.0
2022-02-22-21,-0.5,59.0
2022-02-22-22,-0.9,64.0
2022-02-22-23,-1.2,65.0
2022-02-23-0,-1.8,71.0
2022-02-23-1,-2.0,72.0
2022-02-23-2,-2.6,65.0
2022-02-23-3,-3.0,58.0
2022-02-23-4,-3.5,52.0
2022-02-23-5,-3.9,50.0
2022-02-23-6,-4.4,48.0
2022-02-23-7,-4.9,43.0
2022-02-23-8,-4.6,44.0
2022-02-23-9,-3.8,43.0
2022-02-23-10,-2.8,43.0
2022-02-23-11,-0.9,40.0
2022-02-23-12,0.4,39.0
2022-02-23-13,0.0,37.0
2022-02-23-14,1.6,35.0
2022-02-23-15,1.8,32.0
2022-02-23-16,2.4,28.0
2022-02-23-17,1.7,26.0
2022-02-23-18,-0.2,30.0
2022-02-23-19,-1.5,39.0
2022-02-23-20,-2.6,44.0
2022-02-23-21,-3.1,48.0
2022-02-23-22,-2.8,45.0
2022-02-23-23,-3.0,49.0
2022-02-24-0,-3.8,52.0
2022-02-24-1,-3.7,53.0
2022-02-24-2,-3.3,57.0
2022-02-24-3,-4.3,57.0
2022-02-24-4,-4.1,61.0
2022-02-24-5,-4.2,61.0
2022-02-24-6,-4.5,66.0
2022-02-24-7,-4.4,63.0
2022-02-24-8,-3.8,64.0
2022-02-24-9,-1.5,54.0
2022-02-24-10,0.5,54.0
2022-02-24-11,2.3,50.0
2022-02-24-12,3.6,47.0
2022-02-24-13,3.8,46.0
2022-02-24-14,4.3,44.0
2022-02-24-15,4.0,46.0
2022-02-24-16,3.2,49.0
2022-02-24-17,4.5,35.0
2022-02-24-18,3.0,34.0
2022-02-24-19,1.4,40.0
2022-02-24-20,0.8,41.0
2022-02-24-21,0.4,43.0
2022-02-24-22,-0.2,49.0
2022-02-24-23,-0.8,53.0
2022-02-25-0,-0.8,57.0
2022-02-25-1,-1.5,61.0
2022-02-25-2,-2.0,68.0
2022-02-25-3,-2.5,70.0
2022-02-25-4,-2.9,75.0
2022-02-25-5,-3.2,76.0
2022-02-25-6,-3.5,75.0
2022-02-25-7,-3.9,77.0
2022-02-25-8,-3.4,77.0
2022-02-25-9,-1.4,69.0
2022-02-25-10,0.9,61.0
2022-02-25-11,4.8,52.0
2022-02-25-12,7.0,53.0
2022-02-25-13,9.1,41.0
2022-02-25-14,11.4,35.0
2022-02-25-15,10.6,29.0
2022-02-25-16,10.9,30.0
2022-02-25-17,9.7,31.0
2022-02-25-18,8.0,54.0
2022-02-25-19,6.8,62.0
2022-02-25-20,5.7,72.0
2022-02-25-21,5.1,77.0
2022-02-25-22,4.6,78.0
2022-02-25-23,3.7,81.0
2022-02-26-0,3.2,88.0
2022-02-26-1,2.9,90.0
2022-02-26-2,2.0,93.0
2022-02-26-3,1.5,93.0
2022-02-26-4,0.8,95.0
2022-02-26-5,0.3,95.0
2022-02-26-6,0.2,96.0
2022-02-26-7,0.3,95.0
2022-02-26-8,0.3,95.0
2022-02-26-9,1.3,92.0
2022-02-26-10,4.4,79.0
2022-02-26-11,8.4,67.0
2022-02-26-12,9.7,57.0
2022-02-26-13,11.7,44.0
2022-02-26-14,13.8,27.0
2022-02-26-15,13.4,29.0
2022-02-26-16,12.7,27.0
2022-02-26-17,10.7,42.0
2022-02-26-18,9.3,61.0
2022-02-26-19,8.5,68.0
2022-02-26-20,8.0,76.0
2022-02-26-21,8.1,80.0
2022-02-26-22,8.1,84.0
2022-02-26-23,5.4,71.0
2022-02-27-0,4.1,63.0
2022-02-27-1,3.7,57.0
2022-02-27-2,3.1,56.0
2022-02-27-3,2.5,58.0
2022-02-27-4,2.1,58.0
2022-02-27-5,2.8,55.0
2022-02-27-6,2.5,55.0
2022-02-27-7,1.6,58.0
2022-02-27-8,1.7,57.0
2022-02-27-9,4.3,43.0
2022-02-27-10,5.5,36.0
2022-02-27-11,7.6,30.0
2022-02-27-12,9.8,23.0
2022-02-27-13,10.4,17.0
2022-02-27-14,11.8,15.0
2022-02-27-15,12.4,15.0
2022-02-27-16,11.6,12.0
2022-02-27-17,11.2,14.0
2022-02-27-18,8.7,20.0
2022-02-27-19,6.5,29.0
2022-02-27-20,5.1,38.0
2022-02-27-21,4.7,48.0
2022-02-27-22,4.3,54.0
2022-02-27-23,3.9,54.0
2022-02-28-0,2.8,63.0
2022-02-28-1,2.1,66.0
2022-02-28-2,1.5,64.0
2022-02-28-3,0.6,68.0
2022-02-28-4,-0.3,70.0
2022-02-28-5,0.3,70.0
2022-02-28-6,-0.4,72.0
2022-02-28-7,-0.4,73.0
2022-02-28-8,-0.1,71.0
2022-02-28-9,2.2,62.0
2022-02-28-10,5.6,47.0
2022-02-28-11,8.3,36.0
2022-02-28-12,12.4,25.0
2022-02-28-13,13.6,18.0
2022-02-28-14,15.1,15.0
2022-02-28-15,15.2,16.0
2022-02-28-16,14.9,15.0
2022-02-28-17,13.1,30.0
2022-02-28-18,12.6,13.0
2022-02-28-19,11.3,21.0
2022-02-28-20,10.2,38.0
2022-02-28-21,9.3,44.0
2022-02-28-22,9.0,50.0
2022-02-28-23,9.2,60.0
2022-03-01-0,9.1,71.0
2022-03-01-1,8.6,67.0
2022-03-01-2,8.3,65.0
2022-03-01-3,8.8,60.0
2022-03-01-4,6.4,97.0
2022-03-01-5,6.5,99.0
2022-03-01-6,6.9,99.0
2022-03-01-7,6.4,99.0
2022-03-01-8,6.2,99.0
2022-03-01-9,7.0,99.0
2022-03-01-10,7.6,99.0
2022-03-01-11,9.1,99.0
2022-03-01-12,10.9,99.0
2022-03-01-13,12.8,83.0
2022-03-01-14,12.1,75.0
2022-03-01-15,10.8,79.0
2022-03-01-16,10.1,78.0
2022-03-01-17,8.1,78.0
2022-03-01-18,6.2,86.0
2022-03-01-19,5.0,88.0
2022-03-01-20,4.5,88.0
2022-03-01-21,3.8,86.0
2022-03-01-22,3.2,85.0
2022-03-01-23,2.9,84.0
2022-03-02-0,2.5,74.0
2022-03-02-1,2.1,73.0
2022-03-02-2,1.6,74.0
2022-03-02-3,1.3,71.0
2022-03-02-4,0.9,71.0
2022-03-02-5,0.4,70.0
2022-03-02-6,0.0,70.0
2022-03-02-7,0.0,73.0
2022-03-02-8,0.4,70.0
2022-03-02-9,2.4,57.0
2022-03-02-10,4.6,51.0
2022-03-02-11,6.0,41.0
2022-03-02-12,7.0,40.0
2022-03-02-13,8.4,35.0
2022-03-02-14,8.9,32.0
2022-03-02-15,9.1,33.0
2022-03-02-16,9.8,29.0
2022-03-02-17,8.5,34.0
2022-03-02-18,6.3,42.0
2022-03-02-19,5.0,51.0
2022-03-02-20,4.6,56.0
2022-03-02-21,4.0,59.0
2022-03-02-22,4.0,60.0
2022-03-02-23,3.9,63.0
2022-03-03-0,2.8,68.0
2022-03-03-1,2.5,73.0
2022-03-03-2,1.8,76.0
2022-03-03-3,1.1,81.0
2022-03-03-4,0.8,82.0
2022-03-03-5,-0.1,86.0
2022-03-03-6,0.0,87.0
2022-03-03-7,-0.2,88.0
2022-03-03-8,0.1,87.0
2022-03-03-9,3.0,74.0
2022-03-03-10,5.1,67.0
2022-03-03-11,8.4,66.0
2022-03-03-12,9.5,64.0
2022-03-03-13,11.9,46.0
2022-03-03-14,12.5,46.0
2022-03-03-15,12.9,42.0
2022-03-03-16,13.7,41.0
2022-03-03-17,13.7,36.0
2022-03-03-18,11.9,45.0
2022-03-03-19,10.4,54.0
2022-03-03-20,9.2,60.0
2022-03-03-21,8.8,65.0
2022-03-03-22,7.7,65.0
2022-03-03-23,6.9,71.0
2022-03-04-0,6.6,78.0
2022-03-04-1,6.2,86.0
2022-03-04-2,6.1,84.0
2022-03-04-3,6.3,86.0
2022-03-04-4,6.4,85.0
2022-03-04-5,6.2,84.0
2022-03-04-6,6.9,85.0
2022-03-04-7,6.5,90.0
2022-03-04-8,6.3,87.0
2022-03-04-9,7.3,84.0
2022-03-04-10,9.5,75.0
2022-03-04-11,11.9,48.0
2022-03-04-12,14.2,40.0
2022-03-04-13,16.0,37.0
2022-03-04-14,17.1,34.0
2022-03-04-15,16.1,35.0
2022-03-04-16,15.9,36.0
2022-03-04-17,14.8,45.0
2022-03-04-18,13.1,58.0
2022-03-04-19,11.8,66.0
2022-03-04-20,10.9,64.0
2022-03-04-21,10.2,63.0
2022-03-04-22,10.2,67.0
2022-03-04-23,10.1,79.0
2022-03-05-0,9.7,89.0
2022-03-05-1,9.0,90.0
2022-03-05-2,8.5,91.0
