date-time,temp,humid
2021-01-06-23,-1.9,96.0
2021-01-07-0,-1.6,93.0
2021-01-07-1,-2.5,69.0
2021-01-07-2,-3.7,62.0
2021-01-07-3,-4.6,91.0
2021-01-07-4,-5.3,87.0
2021-01-07-5,-6.2,77.0
2021-01-07-6,-6.6,77.0
2021-01-07-7,-7.0,69.0
2021-01-07-8,-7.4,84.0
2021-01-07-9,-8.0,84.0
2021-01-07-10,-8.7,86.0
2021-01-07-11,-8.8,82.0
2021-01-07-12,-8.4,78.0
2021-01-07-13,-8.5,72.0
2021-01-07-14,-7.5,60.0
2021-01-07-15,-7.9,56.0
2021-01-07-16,-8.1,57.0
2021-01-07-17,-8.9,56.0
2021-01-07-18,-9.7,59.0
2021-01-07-19,-10.1,59.0
2021-01-07-20,-10.5,54.0
2021-01-07-21,-11.1,55.0
2021-01-07-22,-11.2,53.0
2021-01-07-23,-11.3,54.0
2021-01-08-0,-10.9,53.0
2021-01-08-1,-11.3,53.0
2021-01-08-2,-11.5,54.0
2021-01-08-3,-12.2,67.0
2021-01-08-4,-12.6,69.0
2021-01-08-5,-12.7,65.0
2021-01-08-6,-13.2,67.0
2021-01-08-7,-13.2,63.0
2021-01-08-8,-13.4,63.0
2021-01-08-9,-12.2,58.0
2021-01-08-10,-10.5,48.0
2021-01-08-11,-9.2,45.0
2021-01-08-12,-7.7,44.0
2021-01-08-13,-6.7,41.0
2021-01-08-14,-6.7,51.0
2021-01-08-15,-6.3,52.0
2021-01-08-16,-6.0,50.0
2021-01-08-17,-6.9,52.0
2021-01-08-18,-7.9,55.0
2021-01-08-19,-8.9,52.0
2021-01-08-20,-9.4,53.0
2021-01-08-21,-9.7,51.0
2021-01-08-22,-10.0,52.0
2021-01-08-23,-10.4,55.0
2021-01-09-0,-9.8,52.0
2021-01-09-1,-11.1,55.0
2021-01-09-2,-10.8,53.0
2021-01-09-3,-11.4,58.0
2021-01-09-4,-10.3,56.0
2021-01-09-5,-10.5,58.0
2021-01-09-6,-10.8,61.0
2021-01-09-7,-11.0,63.0
2021-01-09-8,-10.6,60.0
2021-01-09-9,-9.3,54.0
2021-01-09-10,-7.8,46.0
2021-01-09-11,-6.4,39.0
2021-01-09-12,-4.9,38.0
2021-01-09-13,-3.7,37.0
2021-01-09-14,-2.7,37.0
2021-01-09-15,-1.9,42.0
2021-01-09-16,-2.7,49.0
2021-01-09-17,-4.2,55.0
2021-01-09-18,-5.7,55.0
2021-01-09-19,-6.8,56.0
2021-01-09-20,-7.4,56.0
2021-01-09-21,-8.1,56.0
2021-01-09-22,-8.1,56.0
2021-01-09-23,-8.6,58.0
2021-01-10-0,-8.4,57.0
2021-01-10-1,-8.5,62.0
2021-01-10-2,-8.9,67.0
2021-01-10-3,-9.8,72.0
2021-01-10-4,-10.2,74.0
2021-01-10-5,-10.2,76.0
2021-01-10-6,-10.5,78.0
2021-01-10-7,-10.0,77.0
2021-01-10-8,-9.3,77.0
2021-01-10-9,-8.4,75.0
2021-01-10-10,-6.9,72.0
2021-01-10-11,-5.8,68.0
2021-01-10-12,-3.5,60.0
2021-01-10-13,-0.9,52.0
2021-01-10-14,0.2,53.0
2021-01-10-15,-0.4,58.0
2021-01-10-16,-0.3,64.0
2021-01-10-17,-0.8,68.0
2021-01-10-18,-1.7,72.0
2021-01-10-19,-2.0,77.0
2021-01-10-20,-2.1,80.0
2021-01-10-21,-2.8,89.0
2021-01-10-22,-3.4,90.0
2021-01-10-23,-3.4,90.0
2021-01-11-0,-3.4,90.0
2021-01-11-1,-3.0,89.0
2021-01-11-2,-3.5,89.0
2021-01-11-3,-3.5,90.0
2021-01-11-4,-3.4,86.0
2021-01-11-5,-3.4,86.0
2021-01-11-6,-3.3,88.0
2021-01-11-7,-3.7,87.0
2021-01-11-8,-4.8,91.0
2021-01-11-9,-3.6,88.0
2021-01-11-10,-2.4,79.0
2021-01-11-11,-1.5,75.0
2021-01-11-12,-1.0,69.0
2021-01-11-13,-1.1,67.0
2021-01-11-14,-0.4,65.0
2021-01-11-15,-0.2,66.0
2021-01-11-16,0.2,65.0
2021-01-11-17,-0.1,64.0
2021-01-11-18,-0.5,67.0
2021-01-11-19,-0.7,67.0
2021-01-11-20,-1.7,72.0
2021-01-11-21,-1.5,74.0
2021-01-11-22,-1.9,77.0
2021-01-11-23,-2.6,85.0
2021-01-12-0,-3.1,87.0
2021-01-12-1,-3.2,87.0
2021-01-12-2,-3.2,90.0
2021-01-12-3,-3.5,94.0
2021-01-12-4,-4.0,95.0
2021-01-12-5,-4.5,95.0
2021-01-12-6,-4.3,95.0
2021-01-12-7,-4.7,96.0
2021-01-12-8,-4.6,96.0
2021-01-12-9,-3.8,95.0
2021-01-12-10,-2.4,94.0
2021-01-12-11,-0.1,81.0
2021-01-12-12,1.7,69.0
2021-01-12-13,2.4,62.0
2021-01-12-14,3.4,50.0
2021-01-12-15,3.2,50.0
2021-01-12-16,2.8,54.0
2021-01-12-17,1.5,69.0
2021-01-12-18,1.3,74.0
2021-01-12-19,1.7,68.0
2021-01-12-20,1.7,69.0
2021-01-12-21,1.4,75.0
2021-01-12-22,1.3,79.0
2021-01-12-23,0.4,86.0
2021-01-13-0,0.1,91.0
2021-01-13-1,-0.4,93.0
2021-01-13-2,-1.0,94.0
2021-01-13-3,-1.1,95.0
2021-01-13-4,-1.0,94.0
2021-01-13-5,-1.8,95.0
2021-01-13-6,-1.9,95.0
2021-01-13-7,-2.0,95.0
2021-01-13-8,-1.8,95.0
2021-01-13-9,-0.9,94.0
2021-01-13-10,1.0,82.0
2021-01-13-11,3.8,69.0
2021-01-13-12,6.6,57.0
2021-01-13-13,8.8,51.0
2021-01-13-14,10.5,51.0
2021-01-13-15,10.9,52.0
2021-01-13-16,10.7,54.0
2021-01-13-17,9.8,58.0
2021-01-13-18,8.4,64.0
2021-01-13-19,7.7,70.0
2021-01-13-20,7.3,75.0
2021-01-13-21,6.7,78.0
2021-01-13-22,6.5,80.0
2021-01-13-23,6.4,81.0
2021-01-14-0,5.7,85.0
2021-01-14-1,5.0,90.0
2021-01-14-2,4.0,95.0
2021-01-14-3,3.3,96.0
2021-01-14-4,2.0,96.0
2021-01-14-5,1.9,97.0
2021-01-14-6,1.8,98.0
2021-01-14-7,0.8,98.0
2021-01-14-8,0.6,98.0
2021-01-14-9,1.7,98.0
2021-01-14-10,3.5,96.0
2021-01-14-11,6.4,82.0
2021-01-14-12,8.6,62.0
2021-01-14-13,10.5,54.0
2021-01-14-14,11.8,51.0
2021-01-14-15,12.0,48.0
2021-01-14-16,12.2,46.0
2021-01-14-17,12.1,42.0
2021-01-14-18,10.6,51.0
2021-01-14-19,9.8,63.0
2021-01-14-20,8.6,67.0
2021-01-14-21,8.4,72.0
2021-01-14-22,7.5,78.0
2021-01-14-23,6.2,86.0
2021-01-15-0,6.0,89.0
2021-01-15-1,5.6,88.0
2021-01-15-2,5.1,94.0
2021-01-15-3,4.2,95.0
2021-01-15-4,4.0,93.0
2021-01-15-5,4.2,95.0
2021-01-15-6,3.6,96.0
2021-01-15-7,3.5,95.0
2021-01-15-8,4.9,96.0
2021-01-15-9,5.7,94.0
2021-01-15-10,7.5,90.0
2021-01-15-11,11.3,78.0
2021-01-15-12,13.5,73.0
2021-01-15-13,14.8,65.0
2021-01-15-14,14.9,61.0
2021-01-15-15,14.4,66.0
2021-01-15-16,14.3,64.0
2021-01-15-17,13.1,75.0
2021-01-15-18,11.2,83.0
2021-01-15-19,9.8,87.0
2021-01-15-20,7.9,87.0
2021-01-15-21,6.8,87.0
2021-01-15-22,5.7,78.0
2021-01-15-23,4.5,74.0
2021-01-16-0,3.5,77.0
2021-01-16-1,3.6,71.0
2021-01-16-2,3.3,73.0
2021-01-16-3,2.8,71.0
2021-01-16-4,2.6,71.0
2021-01-16-5,1.8,65.0
2021-01-16-6,1.3,66.0
2021-01-16-7,1.1,65.0
2021-01-16-8,0.6,67.0
2021-01-16-9,0.5,67.0
2021-01-16-10,0.6,65.0
2021-01-16-11,0.8,60.0
2021-01-16-12,2.3,53.0
2021-01-16-13,1.7,56.0
2021-01-16-14,1.0,56.0
2021-01-16-15,0.4,57.0
2021-01-16-16,-0.2,59.0
2021-01-16-17,-0.6,59.0
2021-01-16-18,-1.0,61.0
2021-01-16-19,-1.4,56.0
2021-01-16-20,-1.6,55.0
2021-01-16-21,-2.1,56.0
2021-01-16-22,-2.1,54.0
2021-01-16-23,-2.1,56.0
2021-01-17-0,-2.2,56.0
2021-01-17-1,-2.5,62.0
2021-01-17-2,-2.6,67.0
2021-01-17-3,-2.8,71.0
2021-01-17-4,-3.3,70.0
2021-01-17-5,-3.9,70.0
2021-01-17-6,-4.4,69.0
2021-01-17-7,-4.5,68.0
2021-01-17-8,-4.6,66.0
2021-01-17-9,-3.5,61.0
2021-01-17-10,-2.1,53.0
2021-01-17-11,-0.9,47.0
2021-01-17-12,0.1,43.0
2021-01-17-13,0.8,42.0
2021-01-17-14,0.5,38.0
2021-01-17-15,1.5,39.0
2021-01-17-16,0.7,43.0
2021-01-17-17,0.3,45.0
2021-01-17-18,-0.4,51.0
2021-01-17-19,-0.9,61.0
2021-01-17-20,-0.8,64.0
2021-01-17-21,-1.2,74.0
2021-01-17-22,-1.2,75.0
2021-01-17-23,-1.6,75.0
2021-01-18-0,-1.6,75.0
2021-01-18-1,-1.3,75.0
2021-01-18-2,-2.1,92.0
2021-01-18-3,-2.0,95.0
2021-01-18-4,-1.8,95.0
2021-01-18-5,-1.7,96.0
2021-01-18-6,-1.6,97.0
2021-01-18-7,-1.4,97.0
2021-01-18-8,-1.2,97.0
2021-01-18-9,-0.8,98.0
2021-01-18-10,0.4,98.0
2021-01-18-11,0.5,98.0
2021-01-18-12,1.0,98.0
2021-01-18-13,2.8,97.0
2021-01-18-14,5.2,64.0
2021-01-18-15,5.6,51.0
2021-01-18-16,5.6,42.0
2021-01-18-17,5.0,37.0
2021-01-18-18,3.4,57.0
2021-01-18-19,1.8,66.0
2021-01-18-20,1.0,66.0
2021-01-18-21,0.2,64.0
2021-01-18-22,0.2,58.0
2021-01-18-23,-0.3,58.0
2021-01-19-0,-0.7,57.0
2021-01-19-1,-1.4,56.0
2021-01-19-2,-2.0,58.0
2021-01-19-3,-2.4,61.0
2021-01-19-4,-3.3,63.0
2021-01-19-5,-4.1,69.0
2021-01-19-6,-4.6,68.0
2021-01-19-7,-4.9,67.0
2021-01-19-8,-4.9,68.0
2021-01-19-9,-4.2,65.0
2021-01-19-10,-2.9,57.0
2021-01-19-11,-1.4,40.0
2021-01-19-12,-0.7,34.0
2021-01-19-13,0.5,28.0
2021-01-19-14,2.3,32.0
2021-01-19-15,2.8,22.0
2021-01-19-16,3.3,21.0
2021-01-19-17,2.9,23.0
2021-01-19-18,1.1,27.0
2021-01-19-19,0.1,35.0
2021-01-19-20,-1.1,42.0
2021-01-19-21,-0.6,41.0
2021-01-19-22,-1.0,45.0
2021-01-19-23,-1.3,47.0
2021-01-20-0,-1.8,50.0
2021-01-20-1,-2.1,54.0
2021-01-20-2,-2.5,59.0
2021-01-20-3,-2.8,59.0
2021-01-20-4,-3.2,59.0
2021-01-20-5,-3.4,60.0
2021-01-20-6,-3.6,58.0
2021-01-20-7,-3.6,60.0
2021-01-20-8,-3.5,61.0
2021-01-20-9,-1.8,53.0
2021-01-20-10,0.8,47.0
2021-01-20-11,3.5,36.0
2021-01-20-12,6.5,36.0
2021-01-20-13,8.3,40.0
2021-01-20-14,9.5,38.0
2021-01-20-15,9.9,36.0
2021-01-20-16,10.0,37.0
2021-01-20-17,9.6,39.0
2021-01-20-18,7.6,43.0
2021-01-20-19,6.7,46.0
2021-01-20-20,6.3,51.0
2021-01-20-21,5.2,57.0
2021-01-20-22,4.7,62.0
2021-01-20-23,4.9,62.0
2021-01-21-0,4.6,67.0
2021-01-21-1,4.4,71.0
2021-01-21-2,4.6,72.0
2021-01-21-3,4.9,73.0
2021-01-21-4,4.8,74.0
2021-01-21-5,4.8,76.0
2021-01-21-6,4.7,80.0
2021-01-21-7,4.5,82.0
2021-01-21-8,3.8,85.0
2021-01-21-9,5.3,81.0
2021-01-21-10,7.4,71.0
2021-01-21-11,9.4,64.0
2021-01-21-12,10.1,62.0
2021-01-21-13,10.6,62.0
2021-01-21-14,11.9,57.0
2021-01-21-15,11.1,63.0
2021-01-21-16,10.6,70.0
2021-01-21-17,9.3,87.0
2021-01-21-18,9.0,94.0
2021-01-21-19,8.1,97.0
2021-01-21-20,8.0,98.0
2021-01-21-21,7.9,99.0
2021-01-21-22,7.9,99.0
2021-01-21-23,7.9,99.0
2021-01-22-0,7.8,99.0
2021-01-22-1,8.0,99.0
2021-01-22-2,8.0,99.0
2021-01-22-3,8.0,99.0
2021-01-22-4,7.9,99.0
2021-01-22-5,7.9,99.0
2021-01-22-6,8.1,99.0
2021-01-22-7,8.1,99.0
2021-01-22-8,8.0,99.0
2021-01-22-9,8.4,99.0
2021-01-22-10,8.6,99.0
2021-01-22-11,9.2,99.0
2021-01-22-12,10.4,99.0
2021-01-22-13,10.7,99.0
2021-01-22-14,11.4,96.0
2021-01-22-15,11.2,96.0
2021-01-22-16,11.0,96.0
2021-01-22-17,10.8,95.0
2021-01-22-18,10.4,95.0
2021-01-22-19,10.1,96.0
2021-01-22-20,9.8,97.0
2021-01-22-21,9.7,97.0
2021-01-22-22,9.1,98.0
2021-01-22-23,9.1,98.0
2021-01-23-0,8.8,99.0
2021-01-23-1,8.9,99.0
2021-01-23-2,8.7,99.0
2021-01-23-3,8.7,99.0
2021-01-23-4,8.5,99.0
2021-01-23-5,8.5,99.0
2021-01-23-6,9.0,99.0
2021-01-23-7,9.0,98.0
2021-01-23-8,9.3,96.0
2021-01-23-9,9.1,97.0
2021-01-23-10,9.8,98.0
2021-01-23-11,10.1,98.0
2021-01-23-12,10.5,97.0
2021-01-23-13,11.0,95.0
2021-01-23-14,11.2,94.0
2021-01-23-15,10.7,95.0
2021-01-23-16,10.2,98.0
2021-01-23-17,9.9,98.0
2021-01-23-18,9.6,98.0
2021-01-23-19,9.7,96.0
2021-01-23-20,9.0,94.0
2021-01-23-21,8.5,96.0
2021-01-23-22,8.1,96.0
2021-01-23-23,8.1,95.0
2021-01-24-0,8.3,93.0
2021-01-24-1,8.2,89.0
2021-01-24-2,7.4,93.0
2021-01-24-3,6.8,89.0
2021-01-24-4,7.0,86.0
2021-01-24-5,5.9,92.0
2021-01-24-6,5.5,91.0
2021-01-24-7,5.2,96.0
2021-01-24-8,5.4,94.0
2021-01-24-9,6.5,95.0
2021-01-24-10,8.6,79.0
2021-01-24-11,10.2,64.0
2021-01-24-12,11.3,56.0
2021-01-24-13,12.5,50.0
2021-01-24-14,13.6,46.0
2021-01-24-15,13.6,43.0
2021-01-24-16,13.1,43.0
2021-01-24-17,12.6,44.0
2021-01-24-18,10.8,51.0
2021-01-24-19,9.9,57.0
2021-01-24-20,9.5,64.0
2021-01-24-21,8.9,66.0
2021-01-24-22,8.4,70.0
2021-01-24-23,7.8,72.0
2021-01-25-0,7.3,73.0
2021-01-25-1,6.6,77.0
2021-01-25-2,5.8,84.0
2021-01-25-3,6.2,80.0
2021-01-25-4,5.6,84.0
2021-01-25-5,5.9,83.0
2021-01-25-6,5.4,82.0
2021-01-25-7,5.3,86.0
2021-01-25-8,5.0,84.0
2021-01-25-9,5.0,90.0
2021-01-25-10,7.3,78.0
2021-01-25-11,9.3,63.0
2021-01-25-12,11.0,52.0
2021-01-25-13,13.0,49.0
2021-01-25-14,12.9,47.0
2021-01-25-15,14.3,42.0
2021-01-25-16,14.4,38.0
2021-01-25-17,14.4,40.0
2021-01-25-18,12.5,45.0
2021-01-25-19,11.0,57.0
2021-01-25-20,9.5,62.0
2021-01-25-21,8.8,67.0
2021-01-25-22,8.3,69.0
2021-01-25-23,7.7,75.0
2021-01-26-0,7.5,76.0
2021-01-26-1,7.2,76.0
2021-01-26-2,7.0,78.0
2021-01-26-3,6.8,82.0
2021-01-26-4,6.8,81.0
2021-01-26-5,7.2,74.0
2021-01-26-6,6.2,88.0
2021-01-26-7,5.7,96.0
2021-01-26-8,5.7,97.0
2021-01-26-9,5.8,98.0
2021-01-26-10,6.0,98.0
2021-01-26-11,6.3,99.0
2021-01-26-12,6.4,99.0
2021-01-26-13,6.4,98.0
2021-01-26-14,7.4,98.0
2021-01-26-15,7.9,94.0
2021-01-26-16,8.7,84.0
2021-01-26-17,8.4,84.0
2021-01-26-18,8.0,86.0
2021-01-26-19,7.1,94.0
2021-01-26-20,6.6,94.0
2021-01-26-21,5.9,93.0
2021-01-26-22,5.7,89.0
2021-01-26-23,4.9,87.0
2021-01-27-0,4.7,85.0
2021-01-27-1,4.0,90.0
2021-01-27-2,3.7,87.0
2021-01-27-3,3.7,86.0
2021-01-27-4,2.5,86.0
2021-01-27-5,3.1,69.0
2021-01-27-6,2.4,70.0
2021-01-27-7,2.4,60.0
2021-01-27-8,2.1,54.0
2021-01-27-9,3.5,43.0
2021-01-27-10,5.6,32.0
2021-01-27-11,7.5,24.0
2021-01-27-12,8.2,18.0
2021-01-27-13,9.4,19.0
2021-01-27-14,9.4,14.0
2021-01-27-15,9.3,21.0
2021-01-27-16,8.3,22.0
2021-01-27-17,7.6,22.0
2021-01-27-18,6.2,24.0
2021-01-27-19,5.5,28.0
2021-01-27-20,4.5,33.0
2021-01-27-21,4.5,34.0
2021-01-27-22,4.1,41.0
2021-01-27-23,3.4,46.0
2021-01-28-0,3.1,38.0
2021-01-28-1,3.3,37.0
2021-01-28-2,2.6,46.0
2021-01-28-3,2.1,59.0
2021-01-28-4,2.2,57.0
2021-01-28-5,2.2,56.0
2021-01-28-6,1.5,63.0
2021-01-28-7,1.4,63.0
2021-01-28-8,1.1,67.0
2021-01-28-9,1.9,62.0
2021-01-28-10,3.9,48.0
2021-01-28-11,6.0,45.0
2021-01-28-12,5.6,63.0
2021-01-28-13,4.5,94.0
2021-01-28-14,4.5,75.0
2021-01-28-15,2.9,65.0
2021-01-28-16,1.9,58.0
2021-01-28-17,-0.3,76.0
2021-01-28-18,-1.6,94.0
2021-01-28-19,-1.8,88.0
2021-01-28-20,-2.3,82.0
2021-01-28-21,-2.9,86.0
2021-01-28-22,-3.3,76.0
2021-01-28-23,-3.7,84.0
2021-01-29-0,-4.2,82.0
2021-01-29-1,-4.4,74.0
2021-01-29-2,-4.7,82.0
2021-01-29-3,-5.0,81.0
2021-01-29-4,-5.0,84.0
2021-01-29-5,-5.0,81.0
2021-01-29-6,-5.2,78.0
2021-01-29-7,-6.1,77.0
2021-01-29-8,-6.4,74.0
2021-01-29-9,-5.8,72.0
2021-01-29-10,-4.6,63.0
2021-01-29-11,-3.0,58.0
2021-01-29-12,-1.9,56.0
2021-01-29-13,-0.6,56.0
2021-01-29-14,-0.1,51.0
2021-01-29-15,0.1,48.0
2021-01-29-16,-0.1,47.0
2021-01-29-17,-0.6,47.0
2021-01-29-18,-1.4,52.0
2021-01-29-19,-2.0,54.0
2021-01-29-20,-2.4,56.0
2021-01-29-21,-2.9,59.0
2021-01-29-22,-3.3,62.0
2021-01-29-23,-3.7,65.0
2021-01-30-0,-3.5,64.0
2021-01-30-1,-4.1,71.0
2021-01-30-2,-4.3,73.0
2021-01-30-3,-4.9,76.0
2021-01-30-4,-5.0,74.0
2021-01-30-5,-4.2,72.0
2021-01-30-6,-3.9,72.0
2021-01-30-7,-3.6,70.0
2021-01-30-8,-3.2,70.0
2021-01-30-9,-2.3,69.0
2021-01-30-10,-0.8,68.0
2021-01-30-11,0.9,62.0
2021-01-30-12,3.2,57.0
2021-01-30-13,5.7,54.0
2021-01-30-14,8.7,56.0
2021-01-30-15,8.8,60.0
2021-01-30-16,7.5,72.0
2021-01-30-17,8.2,65.0
2021-01-30-18,7.3,72.0
2021-01-30-19,6.4,79.0
2021-01-30-20,5.8,81.0
2021-01-30-21,4.5,90.0
2021-01-30-22,3.7,93.0
2021-01-30-23,2.6,95.0
2021-01-31-0,1.9,96.0
2021-01-31-1,1.2,96.0
2021-01-31-2,0.9,97.0
2021-01-31-3,0.2,97.0
2021-01-31-4,-0.8,97.0
2021-01-31-5,-0.3,97.0
2021-01-31-6,-0.7,96.0
2021-01-31-7,-0.8,95.0
2021-01-31-8,-0.9,96.0
2021-01-31-9,0.4,94.0
2021-01-31-10,2.8,75.0
2021-01-31-11,5.1,68.0
2021-01-31-12,8.0,57.0
2021-01-31-13,10.6,54.0
2021-01-31-14,12.2,50.0
2021-01-31-15,12.3,51.0
2021-01-31-16,12.1,54.0
2021-01-31-17,11.5,57.0
2021-01-31-18,10.9,62.0
2021-01-31-19,10.0,66.0
2021-01-31-20,10.0,69.0
2021-01-31-21,10.2,68.0
2021-01-31-22,10.2,72.0
2021-01-31-23,9.1,92.0
2021-02-01-0,8.6,96.0
2021-02-01-1,8.1,99.0
2021-02-01-2,7.9,99.0
2021-02-01-3,7.9,99.0
2021-02-01-4,7.7,99.0
2021-02-01-5,8.4,99.0
2021-02-01-6,8.9,99.0
2021-02-01-7,8.8,99.0
2021-02-01-8,8.8,99.0
2021-02-01-9,8.9,99.0
2021-02-01-10,9.4,99.0
2021-02-01-11,10.0,96.0
2021-02-01-12,9.8,95.0
2021-02-01-13,9.8,95.0
2021-02-01-14,10.1,94.0
2021-02-01-15,10.2,93.0
2021-02-01-16,10.1,91.0
2021-02-01-17,9.9,87.0
2021-02-01-18,9.6,87.0
2021-02-01-19,9.0,91.0
2021-02-01-20,8.6,88.0
2021-02-01-21,7.3,85.0
2021-02-01-22,6.2,89.0
2021-02-01-23,5.4,82.0
2021-02-02-0,4.1,68.0
2021-02-02-1,3.1,63.0
2021-02-02-2,2.1,57.0
2021-02-02-3,1.0,62.0
2021-02-02-4,-0.1,34.0
2021-02-02-5,-0.4,29.0
2021-02-02-6,-0.7,39.0
2021-02-02-7,-1.2,41.0
2021-02-02-8,-1.5,35.0
2021-02-02-9,-1.3,30.0
2021-02-02-10,-0.7,35.0
2021-02-02-11,-0.6,34.0
2021-02-02-12,-0.3,36.0
2021-02-02-13,0.9,38.0
2021-02-02-14,0.7,35.0
2021-02-02-15,0.3,37.0
2021-02-02-16,0.0,38.0
2021-02-02-17,-0.6,40.0
2021-02-02-18,-1.7,45.0
2021-02-02-19,-2.1,47.0
2021-02-02-20,-2.5,49.0
2021-02-02-21,-2.8,53.0
2021-02-02-22,-2.7,54.0
2021-02-02-23,-2.3,59.0
2021-02-03-0,-2.6,63.0
2021-02-03-1,-3.2,82.0
2021-02-03-2,-3.4,90.0
2021-02-03-3,-4.0,94.0
2021-02-03-4,-3.6,93.0
2021-02-03-5,-3.9,80.0
2021-02-03-6,-4.1,65.0
2021-02-03-7,-4.4,54.0
2021-02-03-8,-4.5,51.0
2021-02-03-9,-3.0,42.0
2021-02-03-10,-1.1,28.0
2021-02-03-11,0.3,22.0
2021-02-03-12,1.4,31.0
2021-02-03-13,2.6,27.0
2021-02-03-14,3.5,26.0
2021-02-03-15,4.6,26.0
2021-02-03-16,5.1,27.0
2021-02-03-17,4.2,30.0
2021-02-03-18,3.1,38.0
2021-02-03-19,3.1,47.0
2021-02-03-20,2.8,51.0
2021-02-03-21,2.7,50.0
2021-02-03-22,2.1,52.0
2021-02-03-23,2.0,55.0
2021-02-04-0,2.0,56.0
2021-02-04-1,2.4,58.0
2021-02-04-2,0.2,88.0
2021-02-04-3,0.5,97.0
2021-02-04-4,1.1,98.0
2021-02-04-5,2.8,96.0
2021-02-04-6,1.7,66.0
2021-02-04-7,1.5,44.0
2021-02-04-8,0.2,52.0
2021-02-04-9,0.7,51.0
2021-02-04-10,1.3,35.0
2021-02-04-11,2.3,34.0
2021-02-04-12,3.2,27.0
2021-02-04-13,3.8,26.0
2021-02-04-14,4.6,25.0
2021-02-04-15,5.2,24.0
2021-02-04-16,5.0,24.0
2021-02-04-17,4.0,25.0
2021-02-04-18,2.6,27.0
2021-02-04-19,1.7,35.0
2021-02-04-20,1.1,41.0
2021-02-04-21,0.2,47.0
2021-02-04-22,-0.3,50.0
2021-02-04-23,-1.1,55.0
2021-02-05-0,-1.4,54.0
2021-02-05-1,-1.2,54.0
2021-02-05-2,-1.6,59.0
2021-02-05-3,-1.9,59.0
2021-02-05-4,-2.2,60.0
2021-02-05-5,-2.7,63.0
2021-02-05-6,-2.9,65.0
2021-02-05-7,-2.5,72.0
2021-02-05-8,-2.2,69.0
2021-02-05-9,-1.3,67.0
2021-02-05-10,0.3,60.0
2021-02-05-11,3.1,44.0
2021-02-05-12,4.4,42.0
2021-02-05-13,7.0,33.0
2021-02-05-14,7.3,22.0
2021-02-05-15,8.1,17.0
2021-02-05-16,7.6,23.0
2021-02-05-17,7.2,19.0
2021-02-05-18,6.5,19.0
2021-02-05-19,6.0,18.0
2021-02-05-20,5.8,18.0
2021-02-05-21,5.3,26.0
2021-02-05-22,5.2,28.0
2021-02-05-23,4.8,34.0
2021-02-06-0,4.5,33.0
2021-02-06-1,3.4,39.0
2021-02-06-2,2.0,44.0
2021-02-06-3,1.5,47.0
2021-02-06-4,0.9,51.0
2021-02-06-5,0.3,64.0
2021-02-06-6,0.2,69.0
2021-02-06-7,0.0,70.0
2021-02-06-8,0.0,72.0
2021-02-06-9,1.7,66.0
2021-02-06-10,3.4,57.0
2021-02-06-11,4.5,58.0
2021-02-06-12,6.1,57.0
2021-02-06-13,8.4,69.0
2021-02-06-14,9.5,72.0
2021-02-06-15,10.0,73.0
2021-02-06-16,10.5,70.0
2021-02-06-17,10.3,72.0
2021-02-06-18,9.4,77.0
2021-02-06-19,9.2,82.0
2021-02-06-20,8.4,92.0
2021-02-06-21,8.4,92.0
2021-02-06-22,8.3,92.0
2021-02-06-23,8.2,91.0
2021-02-07-0,8.2,90.0
2021-02-07-1,8.2,89.0
2021-02-07-2,7.9,89.0
2021-02-07-3,7.1,92.0
2021-02-07-4,6.7,92.0
2021-02-07-5,6.9,88.0
2021-02-07-6,6.0,93.0
2021-02-07-7,5.3,95.0
2021-02-07-8,5.0,96.0
2021-02-07-9,5.7,95.0
2021-02-07-10,7.8,85.0
2021-02-07-11,8.8,74.0
2021-02-07-12,10.7,60.0
2021-02-07-13,12.1,51.0
2021-02-07-14,13.5,37.0
2021-02-07-15,12.9,44.0
2021-02-07-16,12.5,41.0
2021-02-07-17,10.6,39.0
2021-02-07-18,9.1,40.0
2021-02-07-19,7.7,34.0
2021-02-07-20,6.2,54.0
2021-02-07-21,4.9,52.0
2021-02-07-22,4.0,46.0
2021-02-07-23,3.1,44.0
2021-02-08-0,2.5,50.0
2021-02-08-1,1.7,57.0
2021-02-08-2,0.8,59.0
2021-02-08-3,0.4,62.0
2021-02-08-4,-0.1,60.0
2021-02-08-5,-0.3,61.0
2021-02-08-6,-0.9,63.0
2021-02-08-7,-1.0,57.0
2021-02-08-8,-1.1,53.0
2021-02-08-9,0.2,44.0
2021-02-08-10,0.8,42.0
2021-02-08-11,1.9,41.0
2021-02-08-12,2.8,38.0
2021-02-08-13,2.8,26.0
2021-02-08-14,3.3,21.0
2021-02-08-15,2.6,19.0
2021-02-08-16,2.3,26.0
2021-02-08-17,1.2,32.0
2021-02-08-18,-0.3,36.0
2021-02-08-19,-0.9,39.0
2021-02-08-20,-1.2,41.0
2021-02-08-21,-1.3,44.0
2021-02-08-22,-1.6,48.0
2021-02-08-23,-1.3,50.0
2021-02-09-0,-1.5,52.0
2021-02-09-1,-2.0,53.0
2021-02-09-2,-1.5,53.0
2021-02-09-3,-2.0,56.0
2021-02-09-4,-2.9,57.0
2021-02-09-5,-3.3,54.0
2021-02-09-6,-3.4,51.0
2021-02-09-7,-3.5,52.0
2021-02-09-8,-2.9,54.0
2021-02-09-9,-0.7,48.0
2021-02-09-10,0.9,46.0
